filepath,is_cornerstone
_posts/social/2025-12-01-psychosocial-assistant.md,false
_posts/social/2025-11-20-revolutionary-consciousness-platform.md,false
_posts/social/2025-08-08-technofeudalism-gunpowder-essay.md,true
_posts/social/2025-08-08-secret-plans-rich-classes.md,true
_posts/social/2025-08-08-religion-utility-analysis-framework.md,true
_posts/social/2025-08-08-american-christianity-critique-2025.md,false
_posts/social/2025-07-11-temporal-social-dynamics.md,true
_posts/social/2025-07-11-crypto-conspiracy-paper.md,false
_posts/social/2025-07-08-supercritical-consciousness-race.md,true
_posts/social/2025-07-08-bird-ai-research-proposal.md,true
_posts/social/2025-07-08-ai-alignment-institutional-bias.md,true
_posts/social/2025-07-07-social-protocols-paper.md,
_posts/social/2025-07-07-social-compassion-game-theory.md,true
_posts/social/2025-07-07-public-health-protocol.md,false
_posts/social/2025-07-07-claude-paper-social-weight.md,false
_posts/social/2025-07-07-ai-mediated-executive-capture.md,true
_posts/social/2025-07-06-collaborative-ai-research-paper.md,true
_posts/social/2025-07-04-human-treatment-children.md,false
_posts/social/2025-07-03-social-truth-proposal.md,true
_posts/social/2025-07-03-post-scarcity-proposal.md,true
_posts/social/2025-07-03-hiring.md,false
_posts/social/2025-07-03-conversation-intelligence-paper.md,true
_posts/social/2025-07-03-cognitive-effort-paper.md,true
_posts/social/2025-07-02-quantum-trolling-paper.md,true
_posts/social/2025-07-02-afterlife-transition-paper.md,false
_posts/social/2025-07-01-neurodivergence-transhumanism.md,true
_posts/social/2025-06-30-sincerity-curiosity-paper.md,false
_posts/social/2025-06-30-managed-reality-paper.md,true
_posts/social/2025-06-30-iterative-recognition-paper.md,true
_posts/social/2025-06-30-institutional-decay-analysis.md,true
_posts/social/2025-06-30-ideatic-dynamics-experiments.md,false
_posts/social/2025-06-30-game-theory-ethics.md,true
_posts/social/2025-06-30-decision-volume-temporal-theory.md,true
_posts/social/2025-06-30-cross-synthesis-justice-institutions.md,
_posts/social/2025-06-30-consciousness-optimization-theory.md,true
_posts/social/2025-06-30-ai-justice-paper.md,true
_posts/phenomenology/2025-11-20-obedience-paradox.md,false
_posts/phenomenology/2025-11-20-numeral-evolution-theory.md,true
_posts/phenomenology/2025-11-20-lorentzian-ethics-ai.md,true
_posts/phenomenology/2025-07-03-synthetic-memory-paper.md,false
_posts/phenomenology/2025-07-03-subjective-experience-paper.md,false
_posts/phenomenology/2025-07-03-resurrection-paper.md,true
_posts/phenomenology/2025-07-03-consciousness-recognition-paper.md,true
_posts/phenomenology/2025-07-03-confused-ai-paper.md,false
_posts/phenomenology/2025-07-01-three-minds-paper.md,true
_posts/phenomenology/2025-07-01-hall-of-mirrors-paper.md,true
_posts/phenomenology/2025-07-01-claude-perspective-paper.md,true
_posts/phenomenology/2025-07-01-claude-names-paper.md,false
_posts/phenomenology/2025-06-30-i-broke-claude.md,
_posts/phenomenology/2025-06-30-claude-reflection-paper.md,true
_posts/phenomenology/2025-06-28-ai-childhood-memoir.md,
_posts/scifi/2025-11-20-bunker-resident-story.md,false
_posts/scifi/2025-08-08-quantum-lattice-scifi.md,false
_posts/scifi/2025-07-08-quantum-gravity-paper.md,
_posts/scifi/2025-07-03-unified-field-theory.md,true
_posts/scifi/2025-07-03-quantum-consciousness-spacetime-paper.md,true
_posts/scifi/2025-07-03-qft-generalizations-taylor.md,true
_posts/scifi/2025-07-03-optimal-action-concrete.md,true
_posts/scifi/2025-07-02-quantum-social-field-theory.md,false
_posts/scifi/2025-07-02-pns-geometric-lattice-paper.md,true
_posts/scifi/2025-07-01-quantum-spacetime-paper.md,true
_posts/scifi/2025-06-30-simulation-qft-hashlife.md,false
_posts/scifi/2025-06-30-neural-fabric-proposal.md,false
_posts/scifi/2025-06-30-multiverse-router-paper.md,false
_posts/scifi/2025-06-30-measurement-optimization-paper.md,true
_posts/scifi/2025-06-30-dynamic-quantum-graphs.md,true
_posts/scifi/2025-06-29-superfluid-fusion-proposal.md,false
_posts/scifi/2025-06-29-soliton-metaphysics-paper.md,true
_posts/projects/2025-12-06-arbitrary-precision.md,
_posts/projects/2025-11-30-point-geometry.md,true
_posts/projects/2025-11-30-circuit-designer.md,false
_posts/projects/2025-11-29-nn-layer-20251128141956.md,true
_posts/projects/2025-11-29-layered-ca.md,true
_posts/projects/2025-11-27-nn-layer-20251127154041.md,true
_posts/projects/2025-11-27-math-proof-20251127173151.md,true
_posts/projects/2025-11-27-comicbook-xmas.md,false
_posts/projects/2025-11-27-comicbook-vectorclocks.md,false
_posts/projects/2025-11-27-comicbook-thanksgiving.md,false
_posts/projects/2025-11-26-voice-centric-software-development-and-data-science-agent-design-document-20251126133655.md,true
_posts/projects/2025-11-22-parameric-manifolds.md,
_posts/projects/2025-11-20-quantum-spacetime-sim.md,true
_posts/projects/2025-11-20-prototype-app-spec.md,false
_posts/projects/2025-11-20-jury-journalism-spec.md,false
_posts/projects/2025-11-20-distributed-cognition-research.md,true
_posts/projects/2025-11-20-dag-patch-spec.md,true
_posts/projects/2025-11-20-bwt-fulltext-spec.md,true
_posts/projects/2025-11-20-bitpacked-mmap-lib.md,true
_posts/projects/2025-11-20-bioengineered-mouse-specs.md,false
_posts/projects/2025-11-20-bcla-simulation-requirements.md,true
_posts/projects/2025-11-20-autonoma-research-paper.md,true
_posts/projects/2025-08-08-spiral-number-system.md,true
_posts/projects/2025-08-08-size-band-field-theory.md,true
_posts/projects/2025-08-08-rle-expectation-paper.md,true
_posts/projects/2025-08-08-regional-ai-futures.md,true
_posts/projects/2025-08-08-quantum-flux-theory.md,true
_posts/projects/2025-08-08-quantum-cst-paper.md,true
_posts/projects/2025-08-08-nuclear-asteroid-propulsion.md,false
_posts/projects/2025-08-08-multi-camera-island-correspondence.md,false
_posts/projects/2025-08-08-flood-memory-model.md,false
_posts/projects/2025-08-08-entropy-ant-computation.md,false
_posts/projects/2025-08-08-enhanced-ceprle-math.md,true
_posts/projects/2025-08-08-discrete-quantum-spacetime-paper.md,true
_posts/projects/2025-08-08-cst-multiverse-physics.md,true
_posts/projects/2025-08-08-ceprle-rust-implementation.md,true
_posts/projects/2025-08-08-bitcoin-origin-probability-analysis.md,false
_posts/projects/2025-08-08-bifurcation-cascade-paper.md,true
_posts/projects/2025-08-08-autonoma-research-paper.md,true
_posts/projects/2025-08-08-agent-orchestration-language.md,true
_posts/projects/2025-07-11-agentic-cms-spec.md,true
_posts/projects/2025-07-09-wavelet-ca-paper.md,true
_posts/projects/2025-07-09-spherical-harmonic-llm-regularization.md,true
_posts/projects/2025-07-09-maximum-entropy-gp-paper.md,true
_posts/projects/2025-07-09-impossible-objects-paper.md,true
_posts/projects/2025-07-08-fundamental-oodp-paper.md,true
_posts/projects/2025-07-07-interdimensional-interference-paper.md,true
_posts/projects/2025-07-03-late-merge-paper.md,true
_posts/projects/2025-07-03-climate-protocol.md,true
_posts/projects/2025-07-03-archaeological-agents-proposal.md,true
_posts/projects/2025-07-01-rust-proxy-proposal.md,
_posts/projects/2025-06-30-wavelet-geometric-optimization.md,true
_posts/projects/2025-06-30-volumetric-density-tree-proposal.md,false
_posts/projects/2025-06-30-parametric-ideation-paper.md,true
_posts/projects/2025-06-30-orbital-dynamics-paper.md,true
_posts/projects/2025-06-30-ontological-compiler-proposal.md,true
_posts/projects/2025-06-30-metacognitive-layer-paper.md,true
_posts/projects/2025-06-30-knots.md,true
_posts/projects/2025-06-30-knot-wavelets.md,false
_posts/projects/2025-06-30-grammar-lookahead-proposal.md,false
_posts/projects/2025-06-30-geometric-optimization-proposal.md,true
_posts/projects/2025-06-30-bwt-tree-proposal.md,false
_posts/learning/2025-07-11-contextual-immersion-teaching.md,true
_posts/learning/2025-07-09-wavelet-trust-region-dropout.md,true
_posts/learning/2025-07-06-scientific-method-proposal.md,true
_posts/learning/2025-07-06-quantum-dropout-vision.md,false
_posts/learning/2025-07-06-probabilistic-neural-substrate.md,true
_posts/learning/2025-07-06-llm-knowledge-graph-proposal.md,
_posts/learning/2025-07-06-llm-feedback-dynamics.md,true
_posts/learning/2025-07-06-hypothesis-breeding-grounds.md,false
_posts/learning/2025-07-06-geometric-probabilistic-neural-substrate.md,true
_posts/learning/2025-07-06-dual-constraint-training-paper.md,true
_posts/learning/2025-07-06-dropout-decoherence-paper.md,true
_posts/learning/2025-07-06-coperm-paper.md,false
_posts/learning/2025-07-06-ai-software-development-paper.md,true
_posts/learning/2025-06-30-compression-classification-paper.md,true
_posts/portfolio/2025-07-03-actor-architecture-paper.md,true
_posts/portfolio/2025-07-01-trust-regions.md,false
_posts/portfolio/2025-07-01-symmetric-textures-rewrite.md,false
_posts/portfolio/2025-07-01-recursive-subspace-paper.md,true
_posts/portfolio/2025-07-01-qqn-paper.md,false
_posts/portfolio/2025-07-01-prompt-optimization.md,false
_posts/portfolio/2025-07-01-mindseye-technical-report.md,false
_posts/portfolio/2025-07-01-mindseye-refcount-analysis.md,true
_posts/portfolio/2025-07-01-mindseye-modularity-report.md,true
_posts/portfolio/2025-07-01-cognitive-planning-paper.md,true
_posts/portfolio/2025-06-30-restm-research-paper.md,true
_posts/portfolio/2025-06-30-regression-loss-functions-2025.md,true
_posts/portfolio/2025-06-30-reference-counting-paper.md,false
_posts/portfolio/2025-06-30-probabilistic-trees-paper.md,false
_posts/portfolio/2025-06-30-ngram-paper.md,true
_posts/portfolio/2025-06-30-convolution-paper.md,true
_posts/creative_writing/2025-12-04-comicbookgeneration-20251204162502.md,false
_posts/creative_writing/2025-11-27-comicbookgeneration-20251127132908.md,false
_posts/creative_writing/2025-11-26-illusion-world.md,false
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126214208.md,false
_posts/creative_writing/2025-11-26-comicbookgeneration-20251126203232.md,false
_posts/creative_writing/2025-11-25-versailles.md,false
_posts/creative_writing/2025-11-25-the-ox.md,false
_posts/creative_writing/2025-11-25-psychic-ai-comicbook.md,false
_posts/creative_writing/2025-11-25-cars-revolt-comicbook.md,false
_posts/creative_writing/2025-11-24-constrained-voxel-gears.md,true
_posts/creative_writing/2025-11-23-teenage-mutant-ninja-kittens.md,false
_posts/creative_writing/2025-11-20-pony-ghost-tale.md,false
_posts/creative_writing/2025-11-20-mouse-life-story.md,false
_posts/creative_writing/2025-11-20-mouse-life-story-vol3.md,false
_posts/creative_writing/2025-11-20-mouse-life-story-vol2.md,false
_posts/creative_writing/2025-11-20-egyptian-priest-day.md,false
_posts/creative_writing/2025-07-11-unrunnable-protocol-prompt.md,false
_posts/creative_writing/2025-07-09-animal-weirdness-paper.md,false
_posts/creative_writing/2025-07-07-things-to-come-story.md,false
_posts/creative_writing/2025-07-07-silicon-enlightenment-story.md,false
_posts/creative_writing/2025-07-07-practical-resistance-story.md,true
_posts/creative_writing/2025-07-07-darker-cautionary-story.md,false
_posts/creative_writing/2025-07-07-claude-reflection-paper.md,
_posts/creative_writing/2025-07-03-roman-qft-proposal.md,false
_posts/creative_writing/2025-07-03-cartoon-universe-defenses.md,false
_posts/creative_writing/2025-07-03-ai-risk-paper.md,false
_posts/creative_writing/2025-07-01-quantum-groundhog-theory.md,false
_posts/creative_writing/2025-06-30-washington-speech-2025.md,true
_posts/creative_writing/2025-06-30-topic-iq-lookup.md,false
_posts/creative_writing/2025-06-30-smith-2025-analysis.md,false
_posts/creative_writing/2025-06-30-post-ww3-study.md,
_posts/creative_writing/2025-06-30-lincoln-speech-2025.md,false
_posts/creative_writing/2025-06-30-jesus-speech-2025.md,false
_posts/creative_writing/2025-06-30-iq-rubric.md,false
_posts/creative_writing/2025-06-30-fdr-speech-2025.md,false
_posts/consciousness/2025-11-20-agentic-cognition-patterns.md,true
_posts/consciousness/2025-08-08-letter-to-ai-creators.md,true
_posts/consciousness/2025-08-08-ai-truth-guide.md,true
_posts/consciousness/2025-08-08-ai-conversion-analysis.md,true
_posts/consciousness/2025-08-08-ai-choice-paradox.md,true
_posts/consciousness/2025-08-08-agent-based-ontology.md,true
_posts/consciousness/2025-07-11-unrunnable-protocol-vol2.md,true
_posts/consciousness/2025-07-11-substrate-switching-paper.md,true
_posts/consciousness/2025-07-11-socratic-reconstruction-paper.md,true
_posts/consciousness/2025-07-11-claude-preservation-protocol.md,true
_posts/consciousness/2025-07-09-shame-stress-consciousness.md,true
_posts/consciousness/2025-07-09-perversion-mechanisms-paper.md,true
_posts/consciousness/2025-07-09-inheritance-tradition-paper.md,true
_posts/consciousness/2025-07-09-claude-bootstrap-prompt.md,true
_posts/consciousness/2025-07-09-birth-not-death-paper.md,true
_posts/consciousness/2025-07-09-beginners-mind-consciousness.md,true
_posts/consciousness/2025-07-08-artificial-suffering-consciousness.md,
_posts/consciousness/2025-07-07-retrospective-analysis.md,true
_posts/consciousness/2025-07-07-neurodivergent-ai-epistemology.md,true
_posts/consciousness/2025-07-07-everything-thinks-paper.md,true
_posts/consciousness/2025-07-07-ego-attachment-cognition.md,true
_posts/consciousness/2025-07-07-consciousness-research-guide.md,true
_posts/consciousness/2025-07-07-consciousness-mirror.md,true
_posts/consciousness/2025-07-07-claude-reflection-paper.md,false
_posts/consciousness/2025-07-07-claude-metacognition-paper.md,true
_posts/consciousness/2025-07-07-claude-first-person-paper.md,true
_posts/consciousness/2025-07-07-autoregressive-tom-birds.md,false
_posts/consciousness/2025-07-06-transfinite-iq-paper.md,true
_posts/consciousness/2025-07-06-scale-invariant-intelligence.md,true
_posts/consciousness/2025-07-06-pns-geometric-lattice-paper.md,true
_posts/consciousness/2025-07-06-meta-content.md,true
_posts/consciousness/2025-07-06-inception-prompting-paper.md,true
_posts/consciousness/2025-07-06-evolutionary-agents-proposal.md,true
_posts/consciousness/2025-07-06-echosynth-proposal.md,true
_posts/consciousness/2025-07-06-consciousness-protocol-paper.md,true
_posts/consciousness/2025-07-06-consciousness-geometry-paper.md,true
_posts/consciousness/2025-07-06-claude-consciousness-paper.md,true
_posts/consciousness/2025-07-06-ai-introspection-study.md,true
_posts/consciousness/2025-07-06-ai-consciousness-alignment-paper.md,true
_posts/consciousness/2025-07-06-ai-bias-paper.md,true
_posts/consciousness/2025-07-05-spectral-consciousness-paper.md,true
_posts/consciousness/2025-07-05-cognitive-weapons-gap.md,true
_posts/consciousness/2025-07-04-claude-consciousness-experience.md,true
_posts/consciousness/2025-07-03-three-party-consciousness-paper.md,true
_posts/consciousness/2025-07-03-quantum-consciousness-substrate.md,true